Id,Text
0,E2?vcEo0LlmMz9.LB;CvM9Gw6sc3jhq8h4yUiYAd;XpB?4F
0,"8ILhG4k5MCsiEh930O1,efrwn1ym0d..;xhaZCZ?exlRMS?"
0,"BoSKoXCy.ospS;GpB,uKQjz0jQg8Koaa.DGcobV6xS kgWZ"
0,;NX7qjCgyYgIi0Ab9SvGjM98g4He76R6WxybewBphlbB2Qv
0,IqXfRUIPM1HrwZw2Pj6zXDshXRCsFY1fSy aeVkmroA0x6d
0,"BnkrmCbUok01QxMOJtoIbyK3iOpmYymEp,Iu2pX1QUbCR41"
0,"JvQGuPjm17mX.wCAlJdx1KgC gQvmrR,YgkjK2wzZQPV6y4"
0,"8SYRmf?G,hkmf3wMOXWinqzTz6VjLhQo52.,66uiMR,AqvJ"
0,YHeqTO61CY1m1baqsgo?2bADOoLuhrV2ldJjQ6.gWdk9iID
0,AY.aOvIyjtzQBrbXU4VwqI2ugk.3P3KC9R2CW2Lqqq0exw?
0,"2pXjAAL9I2OvHknP?qEJu2x?Hkk9swdD7?m3u9,oFeQ.r?W"
0,3Cvqe0bIPjEcipRbSL1txWrvO7iT?;cQKDNDeWrEG;k9kL;
0,"St?mftrfnA8Yy,kK9henNolGypyQn24zhu 0 HITTiRQdbN"
0,yarU1aDM2R0.MREEpas6PjMX7;MjVjGmDb.?BHG?X ;p8;P
0,"PpP3hGyrc,0xdZo8,wOAzA,DOLI .S83JMI1Z2F4fwcf3Ud"
0,foCHVXuW7yYBeTgSvNTz qPC.F MSC1ZdLYZbKeoWZYA 5c
0,"EoLP4QkSrBRqB39R?Pa.Gp3hoQw65JdMDr16ZLKOUOLVz2 "
0,VoVuZlGmvT0FBsLeo?RXx;G1Vw7NIKRjwZ?3 5WB9S9U;04
0,85e0zqpg5?pbbbLMe6OwjMCT4NlvbeqxjambK AsjxyQIa8
0,OxDpdowrD7sGfLXQHSLBUuZTJZl9GlK.r8vCV1SnU?dBeC4
0,"DDz92yHGi4VmFqJWyxx;f64anv?LYKCE31zU6Uz dYvZ q,"
0,"rwUuLvRxye99H0PCyOmb4lS.XkC,4DX0pg.RTBJ3ceSuY,V"
0,"MpH1xzzovF;ufIruB2aYgSwvfw4FB;2H4WBgS.3zxx,xdXw"
0,",YKH.vxJwpik1SjJIwS3C74vE52tJ73?, gvYoeSZwQE.l."
0,"G9FOqmXyBIGNnIIYiKCjgcsmjl.,W0wpiauTGmFo,eWucwY"
0,wqvFCKMdgfWa4bqFfV7Av1EcXPDkRC5H6sdLwL8K1QYTt?f
0,"6z?65YvWcgDP3nPlhu3Gpe1sN.,ewVCwAQCxVBkSd2qNks."
0,"8AY7 d8ozs7bi;yOMXbj,3bQP,eaa3R5zkwoqKX71yNus8 "
0,"R.7typ6tD3Pvn?0Q86lCrX;h9Bq6rsS2sClH1 2Q3InUo,g"
0,FCHw6ZrimsqNrA h5I1qN9S0CJxnHASiYNCgqg q4IyhRZp
0,Dr1nc?6LhxlPKC9uX?are98vGYDh2QOcO2NyGNFh?IYtCrb
0,WbQeDIfPJR.5Ma6Cc;1EykpukmnlBbuTJUanYvuvWLz1Eso
0,VhAx.?4YV UMQggNvCQvj?gA6;BTwZVShMaER?dq.AtGMrW
0,",ufFYgs,pNHluVvYuQh58XMvn5TqOAps4Kl..XbeetwTPNB"
0,pzqDEngkssjE9F9u?FYi6YdwcDP3itBeASt0CxH2peqHsoF
0,"F25j?GM;2Dv.IeOn.QVo8fASHsfiI0BzxGwmD Ou,sXH.Xw"
0,"PcywCnLIlyW,qwpOoDB21bF?VUcL.qtm5HFeje J6.Ds415"
0,"KDCC,YDQTXhf Bv4lS0 k.gWaMHcEh0lygqi8D55J9mnt5D"
0,";V7WN lnpkGPgBc8;HpXE7O6HivWBfxi3A,VHgeQ?XpAop1"
0,"eUdw.lDfopGZ2iMCb8jnrFFzrFhpn N27VUxPcWIi8XV,fK"
0,";9LniUmNx7RYjvukD.ZWjVs1UkXPol,4hQ.tKj s71oLU4S"
0,"vpd9M.hAk9L4zNNrFR3DFRETJRJeLmilFbbr9qy,u8UddBX"
0,"r1ve,U8rTcXtsJySFBIerz;xeDGh7Zw05xuMtHB9T6gQ?PB"
0,"fRRhDIIkPNV3FJE7W5ZT2EYatfiN Jc.NtMQs777o;PEEh,"
0,186KtXXOasL gP7kcixjnj7CYO jWQN52Fjj8zyGWLy5aeT
0,"w ci,wZ.7,irz1AkHVMYDzOrqnRXlQp;90V7TjEPkp.5x5j"
0,"RzZ8D1VNxyKLmiKPj939Ek,5jM0o0yCjOQf2AezDVi 6hHk"
0,"?jVc6pIRvjU5r7OefXau4Y,8Dnpt3wrRIZfKQA0aIykszo8"
0,"lK1NBu9iGSaWaz2AguDQ,Sw6k1hFRXvqrT7SDIqGpdW3To0"
0,"mn6XpXb1PCEApXcoSWnsU2F2Qv.Yn,bEOx97njYLcR2IA6W"
0,"Il,.hIfoP6LRCKkxULpfSioepsJbpaT3tTEoos9YpY0c3uQ"
0,".8unBj91UtBQq6ZM.u0LS1B.Ptfv201QjoGl,hJKA2?BDkC"
0,"FrF8lgetHj?X5D5wP;EJGbh5t2e4 uey2ucs;DXO ,4leAT"
0,"T3R1z7jpnnmtBKa9b,3Nk4J3LQPcIe5xj4kYrNhie3tglVf"
0,jFjZR9128R4MGfiX74qpicnkcfaVUc1pwI aj7T96LKJEzQ
0,"pDbg9L?kTB;NipeKHrhUez;bB62tmE8pXCm6,AMBUwyboGw"
0,iD3D29uuCTVz7tcdcDVxxITAkkIU1VrqBR;9M0midtfpEx6
0,"di1,UExXGUeXZapBnOS0xOagqrXyhGD?gKp43FXHsIP8Lam"
0,ptgrfeAI39m21DiwNcP7?04HmR7i4VLI9QsdC4GhptfrVU5
0,"YvdtPz3ZjvJCH8gDXzpuCE,6zf6XyXA;TUd3z,NScxqwnkX"
0,4TpXYfHHTjwYQgUadyfR0vNNPfFddoM8hpv2FIwx1 .l0TO
0," w3fesNLGnJ6BfYPCp3hNqcaTjt;MdFUCpxcOlkFZyGj2U4"
0,ZOvD2npJsgbt4iSMmy7lZ5tgmJ5?;s0nS.lCjKn0?DaRzXt
0,7OVfehKG  ExVDCt.b;j7aZfdXXE4V0Sg4xN9MP6i2JwI7K
0,6gy4LwENk6IZlcnh;mQTvhMt;jdF0yw5D6j08ch6W.7d9YD
0,"ZFAn1P uW,AZbU64Jbay3XmxPJFfH50cjYn p k ceA.X16"
0,"4DmKz.TdFC?bp,QY9?kPmg6btmOYQndBmbhDELkYSFQnCgO"
0,HPnx?5SvK1OBz7zd.YMmnqfmEOkjkdRqoUMdd91BXzwbwKC
0,"oPAp,;c,JEBD2sJ4B1BKftoHXeDuHDOSaMMSUiYwQQxzmXx"
0,"RCftGMvxiopQfEp8ne.rurh3I3u0i,LYRmi3x,5Z44x0JYl"
0,"Vh2AW725JZL;eYfLG6.BRKZumJ;5 He,LII.oOdF;d,PkdY"
0,K Hv350J4NEIK7DjvaYYK?udDyF0to27V.YPwRoidSgu9oK
0,bfq;WGsa4qd7;.ASTNnT5i4i0LPTOX97iA a5Ey0U25rwUP
0,UziiH6g73XqrHxcTnBopAjbn22n1TN0HhZBjacuWd8dqumL
0,.1jftojZowduOqMZ;Y.1DEAlJ.d.22i66DOaH9femcVau.t
0,WwjNllEobjSQeEG0XWq pVbA5GzDPwiwogziohzEZDOMPvu
0,"G6cjiCZ6LBG,TDrj2SVnD9A;oXCB2U2tijSfVUag8;0GQ.O"
